5,0.582,0.604,0.528,-0.187,0.422
9,0.405,0.214,-0.0,0.262,0.262
10,1.0,-1.0,-0.333,1.0,1.0
12,1.0,-1.0,1.0,-0.333,1.0
13,0.745,0.745,0.745,0.745,0.745
14,0.758,0.812,0.812,0.388,0.388
15,0.8,0.224,0.261,0.17,0.739
16,0.694,0.611,0.278,0.306,0.167
17,0.75,0.306,0.028,0.028,0.487
18,0.81,0.81,0.286,0.0,0.81
